Rooms;Distance;Bathroom;Car;Landsize;BuildingArea;Price
3;2.0;2.0;1.0;151.0;120.0;1460000.0
3;20.6;2.0;2.0;610.0;131.0;600000.0
3;20.6;2.0;1.0;320.0;112.0;468000.0
4;20.6;2.0;2.0;538.0;179.0;616000.0
4;20.6;2.0;2.0;400.0;144.0;583000.0
3;20.6;2.0;1.0;179.0;130.0;470000.0
3;20.6;1.0;3.0;693.0;144.0;615000.0
3;14.0;1.0;1.0;588.0;94.0;475000.0
3;14.0;1.0;1.0;614.0;110.0;505500.0
3;14.3;2.0;2.0;513.0;117.0;905000.0
5;16.1;2.0;2.0;704.0;280.0;1440000.0
4;25.9;2.0;2.0;511.0;173.0;570000.0
3;27.0;2.0;2.0;612.0;153.0;1000000.0
5;7.2;3.0;2.0;433.0;138.0;3200000.0
3;7.5;1.0;2.0;572.0;111.0;1110000.0
4;7.5;2.0;3.0;766.0;277.0;2455000.0
6;7.5;3.0;5.0;1212.0;329.0;2500000.0
3;8.2;2.0;2.0;337.0;153.0;820000.0
4;7.5;2.0;2.0;809.0;270.0;1655000.0
3;13.1;1.0;4.0;616.0;95.0;645000.0
3;13.1;1.0;1.0;642.0;123.0;542000.0
3;24.8;2.0;3.0;1059.0;109.0;725000.0
4;24.8;2.0;5.0;900.0;246.0;940000.0
3;2.1;2.0;0.0;506.0;88.0;1305000.0
2;3.6;1.0;0.0;186.0;97.0;1450000.0
2;3.4;1.0;1.0;234.0;110.0;1175000.0
4;5.1;1.0;4.0;594.0;134.0;1420000.0
3;38.0;2.0;2.0;594.0;3.0;700000.0
4;36.9;2.0;2.0;599.0;137.0;595000.0
3;12.9;1.0;4.0;549.0;114.0;650000.0
5;7.3;2.0;2.0;718.0;280.0;2625000.0
3;7.3;2.0;4.0;1021.0;135.0;1845000.0
4;7.3;2.0;2.0;706.0;275.0;2640000.0
3;16.7;1.0;1.0;729.0;108.0;2380000.0
5;16.7;3.0;2.0;745.0;288.0;2202000.0
3;16.1;2.0;2.0;359.0;153.0;750000.0
3;20.4;2.0;2.0;790.0;193.0;715000.0
5;20.4;2.0;2.0;981.0;301.0;1020000.0
5;13.8;2.0;4.0;1088.0;324.0;4500000.0
5;21.3;3.0;2.0;695.0;292.0;820000.0
3;8.8;1.0;2.0;560.0;98.0;705000.0
4;8.8;2.0;0.0;408.0;113.0;645000.0
5;18.0;3.0;2.0;710.0;273.0;680000.0
4;18.4;2.0;2.0;933.0;217.0;693000.0
4;11.7;2.0;6.0;778.0;169.0;855000.0
4;3.4;2.0;1.0;116.0;140.0;939000.0
4;5.4;3.0;3.0;531.0;332.0;3385000.0
3;5.4;2.0;2.0;342.0;130.0;1625000.0
5;16.3;1.0;2.0;636.0;0.0;591000.0
5;4.3;2.0;2.0;474.0;294.0;1725000.0
4;20.0;3.0;2.0;652.0;288.0;1460000.0
3;7.2;2.0;2.0;650.0;255.0;2140000.0
4;18.0;2.0;2.0;870.0;198.0;985000.0
5;18.0;2.0;2.0;1082.0;240.0;955000.0
5;18.0;4.0;2.0;842.0;368.0;1500000.0
3;19.6;2.0;1.0;209.0;98.0;480200.0
3;19.6;2.0;2.0;592.0;140.0;606000.0
4;7.5;4.0;2.0;465.0;99.0;1731000.0
3;13.1;1.0;2.0;589.0;97.0;600000.0
4;13.1;2.0;1.0;685.0;121.0;642000.0
3;36.9;1.0;3.0;590.0;200.0;485000.0
4;45.9;2.0;8.0;40469.0;245.0;1350000.0
5;16.7;2.0;2.0;790.0;238.0;1863000.0
3;11.2;1.0;2.0;615.0;132.0;750000.0
3;11.2;1.0;3.0;380.0;98.0;720000.0
5;11.2;2.0;3.0;775.0;208.0;939000.0
3;16.1;2.0;4.0;1064.0;168.0;960000.0
3;6.2;1.0;3.0;445.0;103.0;1450000.0
3;18.4;1.0;1.0;294.0;112.0;441000.0
3;14.0;1.0;2.0;533.0;121.0;632500.0
3;15.5;2.0;1.0;652.0;204.0;731000.0
5;5.4;2.0;2.0;920.0;241.0;2900000.0
4;5.4;1.0;2.0;566.0;140.0;2015000.0
3;5.4;2.0;1.0;491.0;179.0;1900000.0
3;31.7;1.0;4.0;650.0;112.0;355000.0
4;5.9;2.0;2.0;682.0;244.0;2610000.0
4;8.4;2.0;3.0;836.0;303.0;3350000.0
3;17.4;1.0;0.0;682.0;98.0;545000.0
3;31.7;1.0;1.0;580.0;96.0;385000.0
4;29.8;2.0;2.0;790.0;166.0;451000.0
3;29.8;1.0;4.0;805.0;155.0;425000.0
2;20.0;2.0;2.0;390.0;119.0;780000.0
4;25.9;2.0;3.0;491.0;182.0;705000.0
4;17.9;2.0;2.0;576.0;189.0;640000.0
3;17.9;1.0;2.0;375.0;116.0;665000.0
3;17.9;2.0;3.0;689.0;127.0;660000.0
3;17.2;1.0;1.0;582.0;124.0;985000.0
4;6.2;2.0;2.0;480.0;194.0;1780000.0
4;14.2;2.0;2.0;800.0;164.0;980000.0
3;5.3;2.0;1.0;308.0;160.0;1500000.0
3;5.3;2.0;3.0;502.0;133.0;1900000.0
2;5.3;1.0;1.0;302.0;100.0;1295000.0
3;5.3;2.0;1.0;150.0;118.0;989000.0
4;12.3;3.0;2.0;578.0;232.0;1160000.0
3;15.5;2.0;2.0;313.0;314.0;1050000.0
3;8.5;2.0;1.0;658.0;112.0;750000.0
3;4.6;2.0;1.0;261.0;194.0;3250000.0
3;12.0;1.0;1.0;767.0;132.0;780000.0
4;20.5;2.0;2.0;449.0;213.0;635000.0
5;20.5;3.0;2.0;832.0;255.0;810000.0
4;20.5;3.0;2.0;326.0;230.0;652000.0
3;14.0;1.0;8.0;534.0;124.0;622000.0
3;31.7;2.0;0.0;711.0;11.0;468000.0
2;10.5;1.0;0.0;531.0;78.0;730000.0
3;10.5;1.0;4.0;474.0;145.0;927500.0
4;10.5;1.0;3.0;585.0;169.0;945800.0
4;10.2;2.0;3.0;844.0;233.0;2900000.0
6;15.5;4.0;3.0;4046.0;419.0;3030000.0
3;12.4;1.0;1.0;725.0;120.0;1300000.0
4;12.4;2.0;2.0;730.0;205.0;1699000.0
4;15.3;2.0;2.0;660.0;240.0;841000.0
4;14.7;3.0;2.0;843.0;219.0;1085000.0
3;14.7;1.0;4.0;1093.0;115.0;1261000.0
5;14.7;2.0;2.0;695.0;242.0;1205000.0
3;14.7;1.0;2.0;733.0;151.0;931000.0
3;14.7;1.0;0.0;542.0;110.0;430000.0
4;6.3;2.0;3.0;444.0;167.0;1343000.0
3;10.4;1.0;2.0;634.0;140.0;970000.0
4;10.4;2.0;1.0;585.0;178.0;790000.0
3;15.5;2.0;4.0;560.0;154.0;718000.0
3;21.5;1.0;2.0;556.0;146.0;1000000.0
3;9.5;1.0;1.0;641.0;137.0;727500.0
5;7.9;5.0;2.0;1242.0;313.0;4600000.0
4;9.7;2.0;2.0;961.0;210.0;1960000.0
3;23.2;3.0;4.0;1028.0;175.0;910000.0
3;23.2;2.0;2.0;719.0;168.0;862000.0
5;23.2;3.0;6.0;721.0;185.0;822000.0
5;13.4;4.0;6.0;870.0;172.0;1570000.0
3;25.0;1.0;1.0;730.0;100.0;629000.0
3;16.1;2.0;2.0;641.0;154.0;825000.0
3;10.5;2.0;2.0;386.0;118.0;1900000.0
4;10.3;2.0;2.0;697.0;53.0;3100000.0
2;10.3;1.0;2.0;440.0;103.0;1262000.0
2;5.2;1.0;1.0;178.0;75.0;1011000.0
3;5.2;1.0;2.0;408.0;124.0;1150000.0
2;5.2;1.0;0.0;241.0;113.0;970000.0
4;5.2;3.0;2.0;371.0;223.0;1665000.0
4;8.7;3.0;2.0;295.0;218.0;1675000.0
3;17.9;1.0;2.0;585.0;123.0;800000.0
3;17.9;1.0;2.0;581.0;136.0;888000.0
3;3.6;1.0;0.0;241.0;115.0;1300000.0
4;6.7;2.0;3.0;614.0;181.0;1090000.0
2;6.7;1.0;1.0;390.0;91.0;730000.0
3;6.7;1.0;2.0;402.0;123.0;950000.0
3;6.7;1.0;2.0;506.0;100.0;800000.0
2;2.0;1.0;1.0;125.0;125.0;1079500.0
2;20.6;1.0;1.0;99.0;98.0;380000.0
3;2.4;1.0;2.0;156.0;113.0;1245000.0
5;7.9;2.0;2.0;833.0;370.0;3080000.0
3;21.8;1.0;2.0;558.0;101.0;588000.0
3;21.8;1.0;1.0;530.0;123.0;700000.0
3;22.2;1.0;2.0;795.0;152.0;952000.0
4;14.3;2.0;2.0;723.0;155.0;1198000.0
3;28.5;1.0;2.0;563.0;130.0;656000.0
2;19.6;1.0;1.0;225.0;76.0;432000.0
4;19.6;2.0;2.0;510.0;199.0;611000.0
3;19.6;2.0;2.0;532.0;110.0;571550.0
5;7.5;3.0;2.0;664.0;242.0;2200000.0
3;13.1;1.0;2.0;581.0;148.0;767500.0
3;13.1;1.0;1.0;593.0;124.0;783000.0
5;38.0;3.0;2.0;925.0;155.0;840000.0
4;38.0;1.0;4.0;544.0;121.0;560000.0
3;38.0;1.0;1.0;651.0;86.0;636000.0
3;38.0;2.0;3.0;656.0;175.0;672500.0
2;38.0;1.0;4.0;586.0;104.0;574000.0
4;38.0;3.0;3.0;632.0;234.0;1150000.0
3;38.0;2.0;2.0;604.0;232.0;1200000.0
3;12.9;2.0;3.0;530.0;115.0;620000.0
3;12.9;3.0;2.0;343.0;197.0;730000.0
2;11.2;1.0;2.0;202.0;1.0;530000.0
3;12.9;2.0;4.0;371.0;176.0;790000.0
3;12.9;2.0;2.0;256.0;172.0;700000.0
4;12.9;2.0;4.0;750.0;286.0;1260000.0
6;20.4;2.0;6.0;4046.0;323.0;1515000.0
4;20.4;2.0;2.0;652.0;200.0;690000.0
4;20.4;3.0;2.0;566.0;201.0;679000.0
3;11.2;2.0;2.0;543.0;130.0;772500.0
4;13.8;1.0;2.0;592.0;116.0;1330000.0
3;16.0;2.0;2.0;728.0;137.0;1430000.0
4;18.0;2.0;2.0;651.0;194.0;666000.0
5;18.0;2.0;2.0;727.0;244.0;700000.0
3;18.4;1.0;1.0;552.0;112.0;505000.0
3;14.0;1.0;1.0;316.0;84.0;455000.0
3;15.5;2.0;4.0;652.0;110.0;670000.0
4;11.7;2.0;2.0;564.0;180.0;975000.0
5;7.3;2.0;3.0;650.0;265.0;2300000.0
2;26.0;1.0;1.0;906.0;91.0;830000.0
4;31.7;2.0;2.0;807.0;181.0;439000.0
3;16.3;2.0;2.0;395.0;183.0;700000.0
4;41.0;2.0;2.0;657.0;660.0;570000.0
3;41.0;2.0;1.0;10120.0;116.0;510000.0
3;6.4;1.0;2.0;327.0;463.0;825000.0
2;4.3;2.0;3.0;696.0;146.0;1250000.0
4;11.4;2.0;2.0;655.0;204.0;1820000.0
3;31.7;2.0;4.0;796.0;132.0;518000.0
3;25.9;2.0;2.0;350.0;138.0;572500.0
4;17.9;2.0;1.0;597.0;223.0;740000.0
3;18.8;1.0;1.0;650.0;122.0;825000.0
3;10.1;1.0;1.0;840.0;181.0;1590000.0
4;10.4;3.0;4.0;711.0;226.0;1050000.0
3;5.3;1.0;1.0;282.0;136.0;1585000.0
2;5.3;1.0;1.0;302.0;100.0;1315000.0
3;8.5;2.0;2.0;584.0;118.0;826000.0
4;8.5;2.0;2.0;495.0;100.0;1015000.0
4;14.7;2.0;1.0;390.0;184.0;650000.0
4;14.7;2.0;2.0;448.0;211.0;690000.0
5;8.4;2.0;2.0;619.0;253.0;1455000.0
3;12.0;1.0;2.0;534.0;120.0;600000.0
3;12.0;2.0;2.0;485.0;121.0;900000.0
3;12.0;2.0;2.0;186.0;118.0;810000.0
3;12.0;1.0;2.0;680.0;119.0;920000.0
3;12.0;1.0;2.0;275.0;123.0;775000.0
3;2.4;2.0;2.0;169.0;123.0;1700000.0
4;19.9;2.0;2.0;760.0;198.0;1246000.0
2;7.2;1.0;1.0;240.0;108.0;1380000.0
5;23.5;2.0;4.0;725.0;200.0;956000.0
4;20.6;2.0;2.0;610.0;198.0;630000.0
3;20.5;2.0;1.0;313.0;170.0;500000.0
4;20.5;2.0;2.0;420.0;161.0;697000.0
4;6.2;3.0;3.0;441.0;108.0;1060000.0
3;5.0;1.0;2.0;387.0;121.0;1310000.0
4;31.7;2.0;0.0;668.0;146.0;450000.0
3;31.7;2.0;2.0;608.0;162.0;516500.0
4;31.7;2.0;3.0;571.0;221.0;580000.0
4;31.7;2.0;2.0;701.0;227.0;590000.0
4;10.5;2.0;2.0;393.0;392.0;560000.0
4;18.0;2.0;3.0;704.0;266.0;830000.0
4;18.0;2.0;2.0;666.0;214.0;660000.0
4;15.5;2.0;2.0;641.0;250.0;720000.0
5;12.4;2.0;2.0;730.0;207.0;1330000.0
3;15.3;1.0;1.0;652.0;134.0;860000.0
4;8.9;2.0;2.0;574.0;236.0;1140000.0
4;44.2;2.0;2.0;924.0;227.0;590000.0
4;14.7;2.0;2.0;858.0;142.0;975000.0
4;14.7;3.0;3.0;960.0;264.0;1188888.0
5;14.7;2.0;2.0;922.0;279.0;1075000.0
3;14.5;1.0;1.0;402.0;108.0;700000.0
4;23.6;2.0;2.0;601.0;189.0;835000.0
3;14.7;2.0;2.0;341.0;106.0;420000.0
4;14.7;2.0;2.0;742.0;177.0;552000.0
3;14.7;1.0;2.0;454.0;113.0;501000.0
4;17.6;2.0;2.0;448.0;248.0;785000.0
2;6.8;1.0;2.0;380.0;108.0;1115000.0
3;25.5;2.0;2.0;395.0;160.0;640000.0
3;27.2;1.0;1.0;340.0;93.0;400000.0
3;10.4;2.0;2.0;190.0;134.0;776000.0
4;10.4;2.0;5.0;585.0;214.0;1220000.0
3;9.4;2.0;3.0;534.0;115.0;835000.0
3;9.4;1.0;5.0;537.0;123.0;860000.0
4;12.8;2.0;2.0;602.0;185.0;740000.0
4;4.3;3.0;2.0;561.0;241.0;1800000.0
4;4.3;1.0;2.0;520.0;162.0;1400000.0
4;10.2;2.0;2.0;626.0;156.0;2350000.0
4;10.2;2.0;2.0;701.0;183.0;1360000.0
3;21.5;2.0;4.0;529.0;128.0;1070000.0
4;21.5;2.0;2.0;529.0;137.0;867500.0
4;16.5;2.0;3.0;657.0;36.0;820000.0
4;16.5;2.0;2.0;704.0;278.0;915000.0
4;9.5;2.0;2.0;534.0;181.0;970000.0
2;6.4;1.0;1.0;156.0;88.0;1170000.0
4;7.9;3.0;2.0;663.0;201.0;2650000.0
3;9.7;2.0;2.0;717.0;300.0;2100000.0
3;11.4;1.0;2.0;585.0;133.0;1300000.0
2;11.4;1.0;1.0;717.0;105.0;1750000.0
3;13.8;1.0;4.0;663.0;150.0;1240000.0
3;13.8;1.0;4.0;753.0;120.0;1430000.0
3;13.4;2.0;2.0;353.0;111.0;1050000.0
3;13.4;2.0;1.0;568.0;137.0;1030000.0
4;10.5;3.0;2.0;302.0;255.0;2520000.0
4;10.3;3.0;2.0;600.0;219.0;2100000.0
3;14.0;1.0;1.0;404.0;86.0;500000.0
3;12.1;1.0;1.0;459.0;120.0;755000.0
4;12.1;2.0;1.0;586.0;166.0;770000.0
5;7.7;3.0;2.0;975.0;129.0;1660000.0
3;7.7;1.0;1.0;362.0;94.0;1300000.0
3;7.7;1.0;2.0;487.0;150.0;1625000.0
3;8.7;2.0;2.0;436.0;132.0;1352000.0
3;27.0;1.0;1.0;644.0;108.0;745500.0
4;27.0;1.0;3.0;527.0;162.0;686000.0
3;17.9;2.0;4.0;1231.0;198.0;1800000.0
4;17.9;2.0;2.0;700.0;584.0;1150000.0
3;6.7;1.0;2.0;382.0;109.0;1050000.0
4;6.7;2.0;1.0;246.0;133.0;900000.0
4;20.6;1.0;1.0;738.0;129.0;515000.0
3;20.6;2.0;2.0;534.0;185.0;610000.0
4;20.6;2.0;2.0;350.0;172.0;565100.0
3;20.6;2.0;1.0;262.0;138.0;516000.0
3;23.0;2.0;3.0;918.0;201.0;850000.0
3;18.0;2.0;2.0;566.0;126.0;600000.0
3;16.1;2.0;0.0;786.0;169.0;1201000.0
4;16.1;2.0;1.0;462.0;115.0;802000.0
4;16.1;2.0;2.0;639.0;175.0;1105000.0
3;25.9;2.0;2.0;385.0;135.0;510000.0
3;7.2;1.0;1.0;381.0;138.0;1459000.0
3;19.6;1.0;2.0;124.0;120.0;619000.0
4;19.6;2.0;2.0;396.0;165.0;585000.0
3;19.6;1.0;1.0;566.0;98.0;552000.0
4;24.8;2.0;2.0;739.0;225.0;880000.0
3;3.6;3.0;1.0;244.0;190.0;2540000.0
4;3.6;2.0;1.0;185.0;166.0;1650000.0
3;3.4;1.0;0.0;226.0;104.0;1300000.0
4;5.1;1.0;2.0;403.0;97.0;1225000.0
3;15.4;2.0;1.0;608.0;155.0;1200000.0
3;38.0;1.0;3.0;605.0;84.0;550000.0
3;38.0;2.0;2.0;643.0;141.0;642000.0
3;38.0;1.0;4.0;568.0;147.0;599000.0
4;38.0;2.0;2.0;648.0;152.0;585000.0
3;36.9;1.0;2.0;586.0;105.0;500000.0
3;12.9;1.0;1.0;632.0;155.0;721500.0
5;11.2;3.0;2.0;909.0;342.0;810000.0
4;11.2;2.0;1.0;607.0;174.0;685000.0
4;20.4;5.0;2.0;538.0;354.0;880000.0
4;20.4;2.0;2.0;700.0;198.0;685000.0
4;13.8;2.0;2.0;804.0;225.0;3100000.0
5;13.8;3.0;2.0;656.0;320.0;1700000.0
3;13.8;2.0;2.0;333.0;188.0;1175000.0
3;13.8;1.0;2.0;593.0;140.0;1347000.0
3;5.3;2.0;1.0;120.0;133.0;1660000.0
3;18.0;2.0;2.0;812.0;152.0;610000.0
3;18.4;2.0;2.0;626.0;137.0;570000.0
3;7.8;3.0;2.0;236.0;161.0;1200000.0
4;14.0;2.0;4.0;630.0;179.0;600000.0
3;15.5;2.0;2.0;702.0;175.0;780000.0
6;11.7;3.0;2.0;516.0;268.0;925000.0
3;11.7;2.0;2.0;555.0;185.0;850000.0
4;11.7;1.0;4.0;534.0;120.0;740000.0
3;3.4;2.0;2.0;176.0;212.0;1760000.0
6;5.4;2.0;2.0;1642.0;405.0;5200000.0
5;5.4;5.0;3.0;780.0;350.0;3275000.0
4;25.2;2.0;2.0;529.0;168.0;970000.0
3;14.0;1.0;2.0;530.0;161.0;526000.0
3;16.3;1.0;2.0;596.0;94.0;695000.0
4;16.3;2.0;2.0;664.0;156.0;676000.0
3;8.4;1.0;2.0;697.0;126.0;2180000.0
3;8.4;1.0;1.0;336.0;185.0;1620000.0
3;4.3;1.0;2.0;688.0;113.0;1190000.0
4;4.3;3.0;3.0;606.0;337.0;1770000.0
3;11.4;2.0;2.0;283.0;165.0;1312000.0
4;29.8;1.0;4.0;700.0;124.0;420000.0
3;25.9;1.0;1.0;649.0;115.0;525000.0
4;20.6;3.0;8.0;10590.0;300.0;1225000.0
2;3.0;1.0;0.0;123.0;78.0;1515000.0
4;17.9;2.0;2.0;595.0;25.0;671000.0
4;17.9;2.0;1.0;620.0;135.0;660000.0
5;17.9;2.0;2.0;541.0;150.0;730000.0
3;17.2;1.0;2.0;1714.0;147.0;2305000.0
4;6.2;2.0;1.0;602.0;156.0;1400000.0
4;10.4;3.0;1.0;325.0;413.0;1250000.0
3;5.3;2.0;0.0;345.0;110.0;1660000.0
4;43.3;2.0;2.0;430.0;155.0;563000.0
3;11.4;2.0;2.0;290.0;168.0;1370000.0
4;47.3;2.0;1.0;799.0;159.0;571000.0
3;47.3;1.0;2.0;650.0;109.0;480000.0
3;21.5;2.0;2.0;652.0;165.0;1140000.0
3;8.5;2.0;2.0;407.0;154.0;1110000.0
4;14.7;2.0;2.0;528.0;193.0;655000.0
2;3.5;2.0;1.0;122.0;126.0;1200000.0
5;3.5;3.0;0.0;249.0;210.0;2725000.0
4;8.4;2.0;2.0;424.0;232.0;1500000.0
3;8.4;1.0;4.0;489.0;155.0;1081000.0
3;12.0;1.0;4.0;694.0;131.0;980000.0
3;2.4;2.0;1.0;155.0;171.0;2200000.0
5;19.9;3.0;2.0;591.0;195.0;1230000.0
4;21.3;3.0;2.0;1633.0;254.0;1675000.0
3;20.6;2.0;2.0;245.0;134.0;431000.0
3;20.6;2.0;2.0;505.0;164.0;575000.0
4;15.2;2.0;2.0;589.0;20.0;2200000.0
3;35.4;1.0;3.0;700.0;118.0;850000.0
3;34.7;1.0;1.0;485.0;96.0;520000.0
4;20.5;2.0;2.0;512.0;298.0;870000.0
4;20.5;2.0;2.0;568.0;170.0;621000.0
3;20.5;2.0;2.0;348.0;140.0;612000.0
4;14.0;2.0;4.0;582.0;185.0;660000.0
5;14.0;3.0;2.0;534.0;107.0;620000.0
4;14.0;1.0;2.0;535.0;172.0;620000.0
3;8.2;2.0;2.0;517.0;529.0;1400000.0
3;8.2;2.0;2.0;306.0;206.0;800000.0
5;31.7;2.0;2.0;724.0;247.0;675000.0
2;31.7;1.0;2.0;452.0;100.0;367000.0
3;31.7;1.0;1.0;566.0;115.0;465000.0
3;10.5;1.0;4.0;695.0;145.0;975000.0
4;15.5;2.0;2.0;700.0;223.0;836000.0
5;15.5;3.0;4.0;640.0;269.0;725000.0
5;15.5;3.0;2.0;585.0;275.0;1950000.0
3;15.3;1.0;1.0;542.0;105.0;657000.0
4;15.3;1.0;4.0;530.0;103.0;645000.0
2;7.0;1.0;1.0;338.0;107.0;1250000.0
4;17.2;2.0;3.0;654.0;270.0;1160000.0
3;17.2;1.0;4.0;711.0;152.0;903000.0
4;17.2;2.0;2.0;616.0;289.0;1595000.0
3;14.7;2.0;2.0;560.0;129.0;812000.0
3;14.5;1.0;0.0;602.0;90.0;850000.0
4;14.7;2.0;2.0;630.0;235.0;620000.0
3;14.7;3.0;2.0;726.0;207.0;627500.0
4;14.7;2.0;2.0;843.0;229.0;880000.0
3;6.4;1.0;3.0;417.0;115.0;857500.0
3;6.8;1.0;0.0;285.0;121.0;1285000.0
3;6.8;1.0;2.0;412.0;136.0;2065000.0
5;6.8;2.0;2.0;466.0;203.0;1615000.0
4;25.5;2.0;2.0;350.0;0.0;609000.0
3;25.5;2.0;3.0;660.0;206.0;780000.0
3;25.5;2.0;2.0;383.0;148.0;540000.0
4;25.5;2.0;2.0;411.0;187.0;615000.0
4;27.2;2.0;2.0;700.0;219.0;632000.0
3;27.2;1.0;2.0;613.0;92.0;415000.0
3;27.2;2.0;2.0;810.0;174.0;600000.0
3;9.5;1.0;2.0;409.0;132.0;730000.0
4;12.1;2.0;2.0;596.0;164.0;830000.0
3;14.8;2.0;2.0;154.0;135.0;450000.0
3;17.5;1.0;2.0;530.0;160.0;770000.0
3;20.6;2.0;2.0;400.0;170.0;560000.0
4;20.6;1.0;2.0;666.0;125.0;511500.0
4;23.0;2.0;2.0;540.0;257.0;1060000.0
3;25.9;2.0;2.0;151.0;134.0;477000.0
1;36.9;1.0;0.0;1034.0;42.0;462000.0
4;15.4;2.0;2.0;497.0;18.0;1120000.0
3;38.0;1.0;1.0;613.0;114.0;697250.0
3;38.0;1.0;2.0;608.0;103.0;561000.0
2;11.2;1.0;1.0;362.0;97.0;685000.0
4;21.3;2.0;6.0;723.0;148.0;1175000.0
3;16.0;2.0;2.0;633.0;172.0;1410000.0
4;29.8;1.0;2.0;583.0;136.0;410000.0
3;20.0;2.0;2.0;277.0;176.0;1120000.0
4;12.3;2.0;2.0;550.0;209.0;1455000.0
3;14.7;1.0;1.0;527.0;87.0;587500.0
4;23.5;2.0;2.0;664.0;220.0;930000.0
2;5.1;1.0;2.0;328.0;77.0;807500.0
2;6.3;1.0;2.0;303.0;82.0;755000.0
3;11.0;2.0;2.0;534.0;145.0;970000.0
2;13.8;1.0;1.0;640.0;89.0;700000.0
4;13.8;2.0;2.0;591.0;180.0;1751000.0
3;13.4;2.0;1.0;345.0;125.0;1030000.0
2;5.2;1.0;1.0;140.0;68.0;1005000.0
2;4.0;1.0;0.0;160.0;89.0;1190000.0
3;5.2;1.0;1.0;365.0;123.0;1250000.0
3;6.7;2.0;2.0;653.0;115.0;940000.0
3;20.6;2.0;1.0;788.0;200.0;620000.0
3;20.6;1.0;0.0;583.0;104.0;520000.0
3;20.6;2.0;2.0;207.0;153.0;385000.0
3;14.0;1.0;2.0;552.0;92.0;515000.0
3;12.4;2.0;2.0;152.0;127.0;885000.0
3;25.9;2.0;2.0;403.0;168.0;622000.0
3;7.5;1.0;2.0;580.0;160.0;1715000.0
4;18.0;2.0;3.0;680.0;265.0;680000.0
3;18.4;2.0;4.0;941.0;160.0;795000.0
3;18.4;2.0;2.0;685.0;115.0;556000.0
4;14.0;2.0;2.0;568.0;210.0;610000.0
4;15.5;2.0;3.0;695.0;243.0;665000.0
3;6.4;1.0;0.0;276.0;128.0;1020000.0
3;16.3;1.0;2.0;661.0;114.0;625000.0
3;4.3;2.0;2.0;225.0;141.0;765000.0
3;17.4;1.0;2.0;844.0;115.0;587000.0
4;25.9;2.0;2.0;399.0;150.0;610000.0
3;25.9;2.0;1.0;212.0;102.0;517000.0
4;25.9;2.0;2.0;448.0;180.0;610000.0
4;17.9;2.0;2.0;678.0;183.0;825000.0
3;6.2;2.0;1.0;313.0;142.0;1285000.0
3;18.8;2.0;2.0;651.0;152.0;842000.0
3;34.1;2.0;2.0;621.0;166.0;652000.0
3;34.1;2.0;1.0;227.0;113.0;495000.0
3;15.4;1.0;2.0;588.0;121.0;970000.0
4;14.7;2.0;2.0;540.0;224.0;733000.0
4;14.7;2.0;2.0;496.0;496.0;760000.0
4;14.7;2.0;2.0;530.0;169.0;697000.0
4;14.7;2.0;2.0;400.0;192.0;631500.0
3;3.5;1.0;2.0;247.0;122.0;1950000.0
4;8.9;2.0;2.0;762.0;153.0;1210000.0
3;34.7;3.0;2.0;390.0;190.0;640000.0
4;35.4;1.0;2.0;630.0;158.0;800000.0
3;20.5;2.0;2.0;600.0;151.0;652000.0
4;31.7;2.0;2.0;641.0;242.0;610000.0
3;18.4;2.0;2.0;351.0;118.0;516000.0
4;18.0;2.0;2.0;596.0;210.0;735000.0
4;12.4;2.0;0.0;754.0;208.0;1150000.0
4;7.0;1.0;4.0;746.0;190.0;1850000.0
4;18.4;2.0;2.0;350.0;159.0;607000.0
4;18.4;2.0;2.0;510.0;218.0;611000.0
3;18.4;2.0;2.0;560.0;121.0;557500.0
5;29.3;2.0;3.0;1993.0;195.0;1075000.0
5;14.7;2.0;2.0;911.0;220.0;1371000.0
3;14.7;1.0;2.0;560.0;115.0;470000.0
4;14.7;2.0;2.0;294.0;269.0;580000.0
3;17.6;2.0;2.0;222.0;149.0;475000.0
5;10.4;2.0;3.0;764.0;251.0;1025000.0
3;24.7;1.0;1.0;557.0;135.0;631000.0
3;26.0;1.0;1.0;623.0;110.0;650000.0
5;23.3;3.0;2.0;528.0;261.0;935000.0
3;35.4;1.0;1.0;671.0;124.0;760000.0
3;44.2;2.0;2.0;683.0;146.0;430000.0
4;14.7;2.0;2.0;642.0;152.0;975000.0
4;19.6;2.0;2.0;617.0;210.0;775000.0
3;38.0;1.0;1.0;616.0;115.0;625000.0
3;10.4;2.0;1.0;303.0;248.0;975000.0
3;10.4;2.0;2.0;314.0;160.0;891000.0
3;9.4;1.0;2.0;441.0;107.0;700000.0
4;12.8;1.0;4.0;601.0;153.0;624000.0
3;4.3;1.0;1.0;272.0;101.0;1050000.0
5;10.2;2.0;2.0;697.0;317.0;2850500.0
3;21.5;2.0;1.0;284.0;122.0;1095000.0
5;7.9;2.0;2.0;1105.0;302.0;2800000.0
5;7.9;2.0;3.0;678.0;178.0;2360000.0
4;9.7;2.0;2.0;260.0;0.0;1190000.0
4;9.7;2.0;2.0;576.0;331.0;2255000.0
4;9.7;2.0;2.0;823.0;220.0;1905000.0
4;17.3;2.0;3.0;353.0;252.0;1820000.0
4;17.3;2.0;2.0;646.0;260.0;1645000.0
4;17.3;3.0;4.0;689.0;132.0;1880000.0
3;11.4;2.0;1.0;359.0;204.0;1350000.0
4;11.4;2.0;1.0;587.0;161.0;1300000.0
