Unnamed: 0;city;area;rooms;bathroom;parking spaces;floor;animal;furniture;hoa;rent amount;property tax;fire insurance;total
5066.0;1.0;38.0;1.0;1.0;0.0;1;not acept;not furnished;R$60;R$950;R$0;R$13;R$1,023
5067.0;1.0;300.0;3.0;4.0;6.0;-;acept;not furnished;R$0;R$3,200;R$167;R$49;R$3,416
5068.0;1.0;108.0;3.0;2.0;2.0;5;acept;not furnished;R$1,100;R$4,348;R$250;R$56;R$5,754
5069.0;1.0;150.0;3.0;2.0;1.0;-;acept;not furnished;R$0;R$4,500;R$110;R$68;R$4,678
5070.0;0.0;58.0;1.0;1.0;0.0;9;not acept;not furnished;R$410;R$720;R$41;R$10;R$1,181
5071.0;1.0;198.0;3.0;4.0;3.0;13;acept;furnished;R$2,699;R$8,000;R$917;R$102;R$11,720
5072.0;0.0;47.0;1.0;1.0;0.0;10;not acept;furnished;R$580;R$750;R$0;R$10;R$1,340
5073.0;1.0;190.0;3.0;2.0;1.0;8;acept;furnished;R$2,180;R$4,500;R$150;R$58;R$6,888
5074.0;1.0;22.0;1.0;1.0;0.0;25;acept;not furnished;R$472;R$2,200;R$55;R$28;R$2,755
5075.0;1.0;38.0;1.0;1.0;1.0;6;acept;furnished;R$632;R$2,341;R$0;R$9;R$2,982
5076.0;1.0;30.0;1.0;1.0;0.0;3;acept;furnished;R$400;R$2,850;;R$37;R$3,287
5077.0;0.0;500.0;4.0;7.0;4.0;-;acept;not furnished;R$500;R$5,900;R$775;R$89;R$7,264
5078.0;1.0;215.0;3.0;1.0;3.0;-;acept;not furnished;R$0;R$7,000;R$417;R$106;R$7,523
5079.0;1.0;50.0;1.0;1.0;1.0;1;not acept;furnished;R$540;R$2,900;R$0;R$37;R$3,477
5080.0;1.0;500.0;7.0;7.0;8.0;-;not acept;furnished;Sem info;R$9,000;R$1,667;R$136;R$10,800
5081.0;1.0;17.0;1.0;1.0;0.0;1;acept;not furnished;R$0;R$2,700;R$5;R$35;R$2,740
5082.0;1.0;101.0;3.0;2.0;1.0;18;acept;not furnished;R$890;R$1,700;R$22;R$22;R$2,634
5083.0;1.0;87.0;2.0;3.0;0.0;13;acept;not furnished;R$1,250;R$4,200;R$109;R$54;R$5,613
5084.0;1.0;72.0;2.0;1.0;1.0;4;acept;not furnished;R$650;R$1,000;R$12;R$13;R$1,675
5085.0;1.0;123.0;3.0;3.0;2.0;14;acept;not furnished;R$1,100;R$3,100;R$367;R$40;R$4,607
5086.0;1.0;70.0;2.0;1.0;1.0;1;acept;not furnished;R$280;R$1,000;R$138;R$13;R$1,431
5087.0;0.0;40.0;1.0;1.0;0.0;8;not acept;not furnished;R$327;R$595;R$12;R$8;R$942
5088.0;0.0;47.0;1.0;1.0;1.0;12;acept;not furnished;R$1,500;R$650;R$0;R$9;R$2,159
5089.0;1.0;115.0;4.0;3.0;4.0;1;acept;furnished;R$1,133;R$7,000;R$0;R$89;R$8,222
5090.0;1.0;36.0;1.0;1.0;1.0;1;acept;not furnished;R$450;R$2,344;R$0;R$9;R$2,803
5091.0;1.0;340.0;4.0;4.0;3.0;14;not acept;not furnished;R$5,000;R$5,000;R$1,084;R$64;
5092.0;1.0;200.0;3.0;4.0;2.0;-;acept;not furnished;R$0;R$6,500;R$209;R$98;R$6,807
5093.0;1.0;150.0;3.0;3.0;1.0;3;not acept;not furnished;R$2,229;R$4,500;R$484;R$58;R$7,271
5094.0;1.0;98.0;3.0;3.0;2.0;1;acept;furnished;R$1,975;R$2,970;R$459;R$38;R$5,442
5095.0;1.0;300.0;4.0;3.0;2.0;13;acept;furnished;R$2,600;R$8,500;R$524;R$108;R$11,730
5096.0;1.0;35.0;1.0;1.0;1.0;14;not acept;not furnished;R$450;R$2,700;R$0;R$35;R$3,185
5097.0;1.0;63.0;3.0;2.0;1.0;8;acept;not furnished;R$440;R$3,300;R$10;R$42;R$3,792
5098.0;1.0;150.0;3.0;2.0;1.0;6;not acept;not furnished;R$1,246;R$5,500;R$0;R$70;R$6,816
5099.0;1.0;170.0;3.0;3.0;2.0;-;acept;not furnished;R$0;R$4,850;R$334;R$73;R$5,257
5100.0;0.0;110.0;3.0;3.0;2.0;-;acept;not furnished;R$560;R$3,200;R$88;R$49;R$3,897
5101.0;1.0;55.0;2.0;1.0;1.0;4;not acept;furnished;R$350;R$2,450;R$237;R$32;R$3,069
5102.0;1.0;47.0;1.0;1.0;0.0;-;not acept;not furnished;R$100;R$1,000;R$76;R$13;R$1,189
5103.0;1.0;80.0;1.0;1.0;1.0;-;acept;not furnished;R$0;R$1,150;R$75;R$18;R$1,243
5104.0;1.0;65.0;2.0;2.0;2.0;7;acept;furnished;R$1,037;R$4,000;R$245;R$51;R$5,333
5105.0;0.0;35.0;1.0;1.0;1.0;-;not acept;furnished;Sem info;R$1,000;R$0;R$16;R$1,016
5106.0;1.0;100.0;2.0;2.0;0.0;-;acept;not furnished;R$0;R$1,765;R$0;R$27;R$1,792
5107.0;1.0;540.0;4.0;7.0;5.0;11;acept;not furnished;R$4,922;R$15,000;R$3,565;R$191;R$23,680
5108.0;0.0;47.0;1.0;1.0;0.0;7;acept;not furnished;R$463;R$1,000;R$17;R$13;R$1,493
5109.0;1.0;272.0;5.0;5.0;2.0;-;acept;not furnished;R$0;R$11,000;R$917;R$166;R$12,080
5110.0;1.0;90.0;3.0;3.0;1.0;11;acept;not furnished;R$1,347;R$4,650;R$241;R$59;R$6,297
5111.0;1.0;83.0;2.0;2.0;1.0;3;acept;furnished;R$620;R$2,300;R$119;R$30;R$3,069
5112.0;1.0;35.0;1.0;1.0;0.0;5;acept;not furnished;R$270;R$1,300;R$0;R$17;R$1,587
5113.0;1.0;260.0;4.0;4.0;4.0;-;acept;not furnished;R$0;R$14,000;R$1,834;R$211;R$16,050
5114.0;1.0;130.0;3.0;2.0;2.0;-;acept;not furnished;R$0;R$5,100;R$183;R$77;R$5,360
5115.0;1.0;218.0;4.0;4.0;3.0;10;acept;furnished;R$2,347;R$8,400;R$1,105;R$107;R$11,960
5116.0;1.0;20.0;1.0;1.0;0.0;1;not acept;furnished;Incluso;R$2,060;R$0;R$27;R$2,087
5117.0;1.0;70.0;2.0;2.0;2.0;5;not acept;not furnished;R$990;R$2,500;R$71;R$32;R$3,593
5118.0;1.0;400.0;4.0;3.0;3.0;-;acept;not furnished;R$0;R$7,000;R$900;R$106;R$8,006
5119.0;1.0;60.0;1.0;2.0;1.0;2;acept;not furnished;R$1,155;R$4,000;R$112;R$51;R$5,318
5120.0;1.0;240.0;4.0;4.0;4.0;26;acept;not furnished;R$3,250;R$13,000;R$1,121;R$165;R$17,540
5121.0;1.0;245.0;3.0;4.0;3.0;10;acept;not furnished;R$2,900;R$14,000;R$917;R$178;R$18,000
5122.0;1.0;140.0;3.0;2.0;1.0;-;acept;furnished;Sem info;R$8,200;R$0;R$124;R$8,324
5123.0;1.0;120.0;2.0;2.0;0.0;1;acept;not furnished;R$300;R$3,600;R$120;R$46;R$4,066
5124.0;1.0;110.0;3.0;3.0;2.0;4;not acept;not furnished;R$1,200;R$3,900;R$484;R$50;R$5,634
5125.0;1.0;42.0;1.0;1.0;1.0;4;not acept;furnished;R$660;R$4,400;R$41;R$56;R$5,157
5126.0;1.0;300.0;2.0;3.0;2.0;5;acept;furnished;R$3,500;R$10,500;R$0;R$134;R$14,130
5127.0;1.0;50.0;2.0;2.0;1.0;10;acept;not furnished;R$400;R$1,900;R$0;R$25;R$2,325
5128.0;1.0;110.0;4.0;3.0;3.0;1;not acept;furnished;R$1,650;R$2,230;R$567;R$29;R$4,476
5129.0;1.0;72.0;2.0;2.0;1.0;12;acept;not furnished;R$678;R$2,406;R$0;R$10;R$3,094
5130.0;1.0;130.0;3.0;4.0;4.0;-;acept;not furnished;R$1,100;R$3,280;R$484;R$50;R$4,914
5131.0;1.0;170.0;2.0;2.0;1.0;8;acept;not furnished;R$2,700;R$2,000;R$250;R$26;R$4,976
5132.0;0.0;38.0;1.0;1.0;0.0;5;not acept;not furnished;R$440;R$892;R$17;R$12;R$1,361
5133.0;1.0;138.0;3.0;3.0;3.0;-;acept;furnished;R$0;R$3,900;R$145;R$59;R$4,104
5134.0;0.0;45.0;1.0;1.0;1.0;9;not acept;furnished;R$492;R$1,900;R$83;R$25;R$2,500
5135.0;1.0;230.0;3.0;6.0;5.0;18;acept;furnished;R$2,200;R$11,050;R$1,500;R$141;R$14,890
5136.0;0.0;206.0;5.0;3.0;2.0;-;acept;not furnished;Incluso;R$3,500;R$189;R$53;R$3,742
5137.0;1.0;135.0;3.0;3.0;2.0;7;not acept;not furnished;R$1,500;R$13,800;R$375;R$175;R$15,850
5138.0;1.0;300.0;2.0;2.0;0.0;-;acept;furnished;R$0;R$3,500;R$292;R$53;R$3,845
5139.0;1.0;25.0;1.0;1.0;0.0;3;acept;not furnished;R$450;R$1,650;R$30;R$21;R$2,151
5140.0;1.0;200.0;1.0;2.0;0.0;-;acept;not furnished;R$0;R$8,000;R$700;R$121;R$8,821
5141.0;1.0;150.0;3.0;3.0;2.0;7;acept;not furnished;R$1,300;R$3,400;R$200;R$44;R$4,944
5142.0;1.0;54.0;2.0;2.0;1.0;6;acept;not furnished;R$954;R$2,800;R$199;R$36;R$3,989
5143.0;1.0;82.0;3.0;2.0;2.0;4;not acept;not furnished;R$860;R$2,600;R$209;R$33;R$3,702
5144.0;1.0;84.0;2.0;2.0;0.0;1;acept;furnished;R$850;R$6,000;R$250;R$77;R$7,177
5145.0;1.0;200.0;1.0;3.0;2.0;-;not acept;not furnished;Incluso;R$3,000;R$321;R$46;R$3,367
5146.0;1.0;230.0;4.0;3.0;1.0;2;not acept;not furnished;R$2,400;R$3,600;R$464;R$46;R$6,510
5147.0;1.0;56.0;2.0;1.0;0.0;-;acept;not furnished;R$200;R$1,400;R$0;R$10;R$1,610
5148.0;1.0;50.0;1.0;1.0;0.0;1;acept;not furnished;R$150;R$1,294;R$0;R$6;R$1,450
5149.0;1.0;163.0;4.0;4.0;3.0;2;not acept;furnished;R$2,300;R$9,500;R$1,000;R$121;R$12,920
5150.0;1.0;35.0;1.0;1.0;1.0;12;not acept;furnished;R$1,170;R$2,200;R$242;R$28;R$3,640
5151.0;1.0;120.0;3.0;3.0;2.0;-;acept;not furnished;R$0;R$2,750;R$125;R$42;R$2,917
5152.0;0.0;60.0;1.0;1.0;0.0;3;acept;not furnished;R$250;R$1,300;R$75;R$17;R$1,642
5153.0;1.0;54.0;2.0;1.0;1.0;8;acept;not furnished;R$630;R$1,550;R$84;R$20;R$2,284
5154.0;1.0;250.0;5.0;4.0;3.0;-;acept;not furnished;Sem info;R$3,680;R$666;R$56;R$4,402
5155.0;1.0;50.0;2.0;1.0;1.0;9;acept;not furnished;R$410;R$1,998;R$43;R$26;R$2,477
5156.0;1.0;300.0;2.0;1.0;2.0;-;acept;not furnished;Incluso;R$2,800;R$350;R$43;R$3,193
5157.0;0.0;130.0;3.0;2.0;1.0;-;acept;not furnished;R$0;R$1,300;R$250;R$20;R$1,570
5158.0;1.0;120.0;3.0;2.0;1.0;18;acept;not furnished;R$1,150;R$5,300;R$167;R$68;R$6,685
5159.0;1.0;89.0;2.0;2.0;0.0;7;acept;furnished;R$428;R$3,900;R$5;R$50;R$4,383
5160.0;0.0;69.0;3.0;2.0;2.0;11;acept;not furnished;R$582;R$2,000;R$142;R$26;R$2,750
5161.0;1.0;55.0;1.0;1.0;0.0;-;acept;not furnished;R$0;R$1,650;R$0;R$25;R$1,675
5162.0;1.0;110.0;3.0;2.0;1.0;-;acept;not furnished;Sem info;R$3,200;R$0;R$49;R$3,249
5163.0;1.0;50.0;2.0;1.0;1.0;2;not acept;furnished;R$399;R$1,650;R$0;R$21;R$2,070
5164.0;0.0;80.0;3.0;1.0;1.0;1;acept;not furnished;R$380;R$1,328;R$50;R$10;R$1,768
5165.0;1.0;66.0;2.0;2.0;1.0;23;acept;not furnished;R$360;R$2,583;R$0;R$10;R$2,953
5166.0;1.0;180.0;3.0;4.0;3.0;12;acept;not furnished;R$2,047;R$2,200;R$902;R$28;R$5,177
5167.0;1.0;135.0;2.0;3.0;1.0;22;acept;not furnished;R$1,415;R$6,500;R$339;R$83;R$8,337
5168.0;1.0;74.0;2.0;1.0;1.0;5;acept;not furnished;R$569;R$2,024;R$71;R$8;R$2,672
5169.0;1.0;56.0;2.0;1.0;1.0;6;acept;not furnished;R$680;R$2,200;R$11;R$28;R$2,919
5170.0;0.0;40.0;1.0;1.0;1.0;6;acept;not furnished;R$600;R$650;R$35;R$9;R$1,294
5171.0;1.0;86.0;3.0;2.0;2.0;6;acept;furnished;R$800;R$3,100;R$203;R$40;R$4,143
5172.0;1.0;70.0;2.0;2.0;0.0;-;not acept;not furnished;Incluso;R$1,500;R$0;R$23;R$1,523
5173.0;1.0;30.0;1.0;1.0;0.0;1;acept;not furnished;R$50;R$1,150;R$50;R$15;R$1,265
5174.0;1.0;438.0;5.0;6.0;5.0;-;not acept;not furnished;R$0;R$12,000;R$817;R$181;R$13,000
5175.0;0.0;72.0;2.0;1.0;2.0;16;acept;not furnished;R$730;R$1,200;R$89;R$16;R$2,035
5176.0;1.0;66.0;1.0;1.0;1.0;10;not acept;furnished;R$762;R$3,500;R$65;R$45;R$4,372
5177.0;0.0;70.0;2.0;1.0;1.0;4;acept;not furnished;R$452;R$1,000;R$42;R$13;R$1,507
5178.0;1.0;1000.0;4.0;7.0;4.0;10;acept;furnished;R$6,000;R$15,000;R$4,900;R$191;R$26,090
5179.0;0.0;380.0;4.0;6.0;6.0;-;not acept;not furnished;R$0;R$4,100;R$269;R$62;R$4,431
5180.0;0.0;248.0;3.0;4.0;4.0;2;acept;not furnished;R$2,648;R$8,000;R$667;R$102;R$11,420
5181.0;1.0;109.0;3.0;1.0;1.0;1;acept;not furnished;R$1,200;R$2,800;R$145;R$36;R$4,181
5182.0;0.0;135.0;3.0;2.0;2.0;3;acept;not furnished;R$1,100;R$2,400;R$92;R$31;R$3,623
5183.0;1.0;54.0;2.0;2.0;1.0;4;acept;not furnished;R$954;R$2,800;R$199;R$36;R$3,989
5184.0;1.0;170.0;3.0;3.0;2.0;-;acept;not furnished;R$0;R$2,750;R$100;R$42;R$2,892
5185.0;1.0;45.0;1.0;1.0;2.0;12;acept;furnished;R$530;R$3,350;R$0;R$43;R$3,923
5186.0;1.0;180.0;3.0;4.0;3.0;7;acept;furnished;R$2,420;R$4,500;R$680;R$58;R$7,658
5187.0;0.0;51.0;2.0;1.0;0.0;2;acept;not furnished;R$271;R$980;R$21;R$13;R$1,285
5188.0;1.0;166.0;3.0;2.0;2.0;2;acept;not furnished;R$2,124;R$7,000;R$882;R$89;R$10,100
5189.0;1.0;350.0;4.0;4.0;4.0;-;acept;not furnished;R$0;R$13,000;R$1,417;R$196;R$14,610
5190.0;0.0;63.0;2.0;1.0;1.0;1;acept;not furnished;R$498;R$870;R$90;R$12;R$1,470
5191.0;1.0;73.0;2.0;2.0;1.0;11;acept;not furnished;R$700;R$1,250;R$150;R$16;R$2,116
5192.0;1.0;126.0;3.0;4.0;3.0;4;acept;not furnished;R$1,560;R$4,000;R$1,021;R$51;R$6,632
5193.0;1.0;87.0;2.0;2.0;1.0;5;acept;not furnished;R$2,100;R$2,975;R$117;R$38;R$5,230
5194.0;1.0;171.0;3.0;5.0;3.0;16;acept;not furnished;R$1,320;R$10,600;R$870;R$135;R$12,930
5195.0;1.0;65.0;3.0;2.0;1.0;10;not acept;not furnished;R$587;R$3,250;R$113;R$42;R$3,992
5196.0;1.0;63.0;2.0;1.0;2.0;12;acept;not furnished;R$1,200;R$5,500;R$220;R$70;R$6,990
5197.0;1.0;59.0;2.0;2.0;1.0;6;acept;not furnished;R$500;R$2,500;R$75;R$32;R$3,107
5198.0;1.0;70.0;2.0;1.0;0.0;-;not acept;not furnished;R$0;R$1,210;R$59;R$19;R$1,288
5199.0;1.0;90.0;2.0;1.0;1.0;-;acept;not furnished;R$0;R$2,735;R$19;R$42;R$2,796
5200.0;1.0;35.0;2.0;1.0;0.0;11;acept;not furnished;R$568;R$2,399;R$0;R$31;R$2,998
5201.0;1.0;30.0;1.0;1.0;1.0;3;acept;furnished;R$700;R$3,300;R$9;R$42;R$4,051
5202.0;1.0;61.0;1.0;2.0;2.0;1;not acept;furnished;R$2,200;R$4,000;R$250;R$51;R$6,501
5203.0;0.0;54.0;1.0;1.0;1.0;5;acept;furnished;R$751;R$2,350;R$127;R$30;R$3,258
5204.0;1.0;32.0;1.0;1.0;1.0;23;acept;not furnished;R$1,800;R$2,000;R$416;R$26;R$4,242
5205.0;0.0;90.0;3.0;2.0;1.0;3;acept;not furnished;R$920;R$1,300;R$129;R$17;R$2,366
5206.0;1.0;93.0;2.0;1.0;1.0;4;not acept;furnished;R$985;R$5,500;R$110;R$70;R$6,665
5207.0;0.0;44.0;1.0;1.0;0.0;4;acept;not furnished;R$417;R$520;R$23;R$7;R$967
5208.0;1.0;220.0;4.0;4.0;4.0;10;acept;not furnished;R$2,200;R$5,500;R$832;R$70;R$8,602
5209.0;1.0;100.0;2.0;2.0;0.0;-;acept;not furnished;R$0;R$2,500;R$220;R$38;R$2,758
5210.0;1.0;55.0;2.0;2.0;1.0;17;not acept;not furnished;R$700;R$1,800;R$0;R$26;R$2,526
5211.0;1.0;100.0;2.0;3.0;1.0;7;not acept;furnished;R$1,149;R$4,930;R$266;R$63;R$6,408
5212.0;1.0;35.0;1.0;1.0;1.0;5;acept;furnished;R$815;R$3,200;R$149;R$41;R$4,205
5213.0;1.0;60.0;2.0;2.0;1.0;14;not acept;furnished;R$916;R$5,650;R$59;R$72;R$6,697
5214.0;1.0;162.0;3.0;4.0;0.0;-;acept;not furnished;R$0;R$3,200;R$267;R$49;R$3,516
5215.0;1.0;165.0;4.0;3.0;2.0;-;acept;not furnished;Sem info;R$5,000;R$46;R$76;R$5,122
5216.0;1.0;97.0;2.0;3.0;2.0;11;acept;furnished;R$700;R$2,820;R$167;R$36;R$3,723
5217.0;0.0;55.0;1.0;1.0;0.0;7;acept;not furnished;R$480;R$1,200;R$50;R$16;R$1,746
5218.0;1.0;230.0;3.0;3.0;3.0;6;not acept;not furnished;R$2,100;R$10,500;R$792;R$134;R$13,530
5219.0;1.0;77.0;2.0;2.0;1.0;8;acept;not furnished;R$840;R$3,260;R$34;R$42;R$4,176
5220.0;1.0;42.0;1.0;1.0;1.0;4;not acept;not furnished;R$1,200;R$2,350;R$151;R$30;R$3,731
5221.0;1.0;180.0;3.0;3.0;1.0;-;not acept;not furnished;Incluso;R$3,000;R$117;R$46;R$3,163
;;;;;;;;not furnished;R$650;R$1,300;R$34;R$17;R$2,001
5223.0;1.0;200.0;5.0;2.0;3.0;-;acept;not furnished;R$0;R$4,800;R$300;R$73;R$5,173
5224.0;1.0;290.0;6.0;3.0;4.0;-;acept;not furnished;R$0;R$8,000;R$1,525;R$121;R$9,646
5225.0;1.0;49.0;1.0;1.0;0.0;12;not acept;furnished;R$443;R$3,800;R$89;R$49;R$4,381
5226.0;1.0;38.0;1.0;1.0;1.0;16;acept;furnished;R$1,100;R$2,863;R$0;R$37;R$4,000
5227.0;1.0;280.0;4.0;6.0;3.0;8;acept;not furnished;R$4,500;R$4,800;R$1,500;R$61;R$10,860
5228.0;1.0;68.0;2.0;2.0;0.0;6;not acept;furnished;R$630;R$6,443;R$20;;
5229.0;1.0;70.0;2.0;3.0;1.0;16;acept;not furnished;R$1,100;R$1,500;R$292;R$20;R$2,912
5230.0;0.0;280.0;4.0;3.0;3.0;-;acept;not furnished;R$0;R$2,167;R$169;R$33;R$2,369
5231.0;1.0;140.0;3.0;2.0;3.0;13;acept;furnished;R$1,100;R$8,000;R$167;R$102;R$9,369
5232.0;1.0;225.0;4.0;3.0;2.0;-;acept;not furnished;R$0;R$3,400;R$132;R$52;R$3,584
5233.0;1.0;70.0;2.0;1.0;2.0;-;not acept;not furnished;R$0;R$1,400;R$85;R$22;R$1,507
5234.0;1.0;81.0;3.0;1.0;1.0;3;acept;not furnished;R$900;R$2,800;R$142;R$36;R$3,878
5235.0;1.0;19.0;1.0;1.0;0.0;-;not acept;not furnished;R$0;R$1,200;R$41;R$16;R$1,257
5236.0;1.0;233.0;4.0;5.0;4.0;7;acept;furnished;R$3,240;R$11,000;R$92;R$140;R$14,470
5237.0;1.0;43.0;2.0;1.0;1.0;1;not acept;not furnished;R$750;R$1,375;R$17;R$18;R$2,160
5238.0;1.0;50.0;1.0;1.0;0.0;-;not acept;not furnished;Incluso;R$1,200;R$0;R$19;R$1,219
5239.0;1.0;54.0;1.0;1.0;1.0;13;not acept;furnished;R$679;R$5,000;R$359;R$64;R$6,102
5240.0;1.0;50.0;1.0;1.0;1.0;6;acept;furnished;R$1,000;R$1,884;R$0;R$11;R$2,895
5241.0;1.0;336.0;4.0;4.0;6.0;-;acept;not furnished;R$0;R$7,677;R$950;R$116;R$8,743
5242.0;1.0;208.0;3.0;3.0;3.0;4;acept;furnished;R$2,490;R$15,000;R$1,200;R$191;R$18,880
5243.0;1.0;150.0;2.0;2.0;2.0;-;acept;not furnished;R$0;R$6,000;R$667;R$91;R$6,758
5244.0;0.0;200.0;3.0;2.0;3.0;-;acept;not furnished;R$0;R$3,000;R$125;R$46;R$3,171
5245.0;1.0;200.0;2.0;3.0;2.0;1;acept;furnished;R$1,700;R$15,000;R$667;R$191;R$17,560
5246.0;1.0;40.0;2.0;1.0;0.0;3;acept;not furnished;R$80;R$1,275;R$87;R$17;R$1,459
5247.0;1.0;35.0;1.0;1.0;0.0;-;acept;not furnished;R$0;R$1,150;R$30;R$15;R$1,195
5248.0;1.0;35.0;1.0;1.0;0.0;-;acept;not furnished;R$0;R$900;R$11;R$14;R$925
5249.0;1.0;90.0;3.0;2.0;2.0;3;acept;furnished;R$980;R$2,500;R$0;R$11;R$3,491
5250.0;1.0;300.0;3.0;2.0;5.0;-;acept;not furnished;R$0;R$11,500;R$2,000;R$173;R$13,670
5251.0;1.0;520.0;3.0;4.0;8.0;-;not acept;not furnished;R$0;R$10,000;R$1,008;R$151;R$11,160
5252.0;1.0;180.0;3.0;4.0;4.0;22;acept;not furnished;R$1,545;R$12,000;R$818;R$153;R$14,520
5253.0;1.0;160.0;3.0;1.0;2.0;-;acept;not furnished;R$0;R$5,000;R$225;R$76;R$5,301
5254.0;1.0;72.0;2.0;2.0;1.0;-;acept;not furnished;R$700;R$3,536;R$0;R$28;R$4,264
5255.0;1.0;43.0;1.0;1.0;0.0;5;acept;furnished;R$1,195;R$680;R$220;R$9;R$2,104
5256.0;1.0;120.0;3.0;2.0;2.0;-;acept;not furnished;R$0;R$6,400;R$547;R$97;R$7,044
5257.0;1.0;70.0;2.0;1.0;0.0;-;acept;not furnished;R$0;R$1,300;R$70;R$20;R$1,390
5258.0;1.0;86.0;3.0;2.0;1.0;7;acept;not furnished;R$890;R$2,500;R$84;R$32;
5259.0;1.0;67.0;2.0;2.0;2.0;1;acept;not furnished;R$618;R$2,372;R$0;R$8;R$2,998
5260.0;1.0;37.0;1.0;1.0;1.0;21;acept;not furnished;R$540;R$4,000;R$50;R$51;R$4,641
5261.0;1.0;350.0;3.0;5.0;5.0;-;acept;not furnished;R$0;R$5,500;R$675;R$83;R$6,258
5262.0;0.0;70.0;1.0;1.0;2.0;-;acept;not furnished;R$0;R$1,450;R$5;R$22;R$1,477
5263.0;1.0;159.0;2.0;2.0;2.0;12;acept;not furnished;R$2,078;R$7,000;R$505;R$89;R$9,672
5264.0;1.0;220.0;6.0;2.0;2.0;-;acept;not furnished;R$0;R$4,500;R$125;R$68;R$4,693
5265.0;1.0;70.0;3.0;1.0;1.0;10;not acept;not furnished;R$500;R$1,650;R$0;R$21;R$2,171
5266.0;1.0;164.0;4.0;4.0;2.0;6;not acept;not furnished;R$2,159;R$5,000;R$386;R$64;R$7,609
5267.0;1.0;190.0;3.0;3.0;1.0;8;acept;furnished;R$2,173;R$8,000;R$600;R$102;R$10,880
5268.0;1.0;190.0;3.0;2.0;2.0;9;acept;not furnished;R$1,700;R$5,700;R$492;R$73;R$7,965
5269.0;1.0;35.0;1.0;1.0;0.0;15;acept;not furnished;R$300;R$1,500;R$0;R$20;R$1,820
5270.0;0.0;110.0;3.0;3.0;2.0;-;acept;not furnished;R$560;R$3,200;R$88;R$49;R$3,897
5271.0;1.0;65.0;3.0;2.0;1.0;2;acept;furnished;R$1,000;R$3,200;R$245;R$41;R$4,486
5272.0;1.0;392.0;3.0;5.0;5.0;7;acept;not furnished;R$3,400;R$15,000;R$2,667;R$191;R$21,260
5273.0;1.0;114.0;4.0;4.0;2.0;6;acept;not furnished;R$1,115;R$2,790;R$321;R$36;R$4,262
5274.0;1.0;190.0;4.0;4.0;2.0;-;not acept;not furnished;R$0;R$4,450;R$223;R$67;R$4,740
5275.0;1.0;115.0;2.0;1.0;0.0;-;acept;not furnished;R$0;R$1,550;R$0;R$24;R$1,574
5276.0;1.0;65.0;2.0;1.0;0.0;7;not acept;not furnished;R$248;R$1,200;R$42;R$16;R$1,506
5277.0;1.0;59.0;2.0;1.0;1.0;8;acept;not furnished;R$0;R$3,000;R$0;R$39;R$3,039
5278.0;1.0;68.0;2.0;2.0;2.0;7;acept;furnished;R$1,500;R$6,600;R$0;R$84;R$8,184
5279.0;1.0;46.0;1.0;1.0;0.0;2;acept;not furnished;R$553;R$1,437;R$58;R$19;R$2,067
5280.0;1.0;57.0;2.0;2.0;2.0;12;acept;not furnished;R$1,250;R$2,800;R$209;R$36;R$4,295
5281.0;0.0;48.0;2.0;1.0;1.0;4;acept;not furnished;R$243;R$850;R$0;R$11;R$1,104
5282.0;1.0;245.0;4.0;4.0;3.0;5;acept;not furnished;R$3,519;R$6,800;R$1,219;R$87;R$11,630
5283.0;1.0;20.0;1.0;1.0;0.0;-;acept;furnished;R$602;R$1,800;R$130;R$23;R$2,555
5284.0;1.0;45.0;1.0;1.0;0.0;1;not acept;not furnished;R$50;R$1,360;R$0;R$18;R$1,428
5285.0;0.0;60.0;1.0;2.0;1.0;10;acept;not furnished;R$630;R$1,338;R$72;R$17;R$2,057
5286.0;1.0;76.0;2.0;2.0;2.0;17;acept;not furnished;R$640;R$4,200;R$52;R$54;R$4,946
5287.0;1.0;84.0;2.0;2.0;1.0;14;acept;not furnished;R$782;R$5,300;R$145;R$68;R$6,295
5288.0;1.0;101.0;3.0;2.0;2.0;7;acept;furnished;R$1,097;R$3,200;R$319;R$41;R$4,657
5289.0;1.0;310.0;4.0;3.0;3.0;11;acept;not furnished;R$3,500;R$8,000;R$0;R$102;R$11,600
5290.0;1.0;183.0;4.0;3.0;4.0;3;acept;not furnished;R$2,380;R$5,950;R$192;R$76;R$8,598
5291.0;1.0;73.0;2.0;2.0;2.0;2;acept;not furnished;R$900;R$2,652;R$107;R$9;R$3,668
5292.0;1.0;290.0;4.0;3.0;2.0;1;not acept;furnished;R$2,890;R$7,150;R$862;R$91;R$10,990
5293.0;1.0;150.0;3.0;4.0;4.0;14;not acept;furnished;R$1,250;R$7,925;R$0;R$29;R$9,204
5294.0;1.0;68.0;2.0;2.0;2.0;12;not acept;not furnished;R$2,600;R$2,300;R$0;R$30;R$4,930
5295.0;1.0;51.0;1.0;1.0;0.0;9;acept;not furnished;R$367;R$1,950;R$84;R$25;R$2,426
5296.0;1.0;120.0;2.0;1.0;0.0;1;not acept;not furnished;R$0;R$2,200;R$113;R$28;R$2,341
5297.0;1.0;146.0;3.0;4.0;4.0;15;acept;not furnished;R$1,510;R$6,000;R$631;R$77;R$8,218
5298.0;1.0;104.0;3.0;2.0;2.0;2;acept;not furnished;R$1,500;R$4,400;R$432;R$56;R$6,388
5299.0;1.0;146.0;3.0;4.0;2.0;8;acept;furnished;R$1,800;R$11,000;R$592;R$140;R$13,530
